DateTime,o3,so2,co,no,no2,nox,pm25,t,rh,ws,wd
20170715 03:00,0.028,,0.189,0.4,4,4.5,14.78,23.7,,2.4,292
20170715 04:00,0.023,,0.194,0.6,4.8,5.5,17.79,23.6,,2.1,274.3
20170715 05:00,0.019,,0.22,0.7,6.8,7.5,18.22,23.7,,2.5,248.2
20170715 06:00,0.019,,0.222,1.3,5.3,6.7,23.69,23.8,,3.1,287.6
20170715 07:00,0.023,,0.236,2.1,4.9,7.1,22.66,24.7,,2.9,330.3
20170715 08:00,0.03,,0.225,2.3,4.2,6.5,14.14,25.3,,4.1,333.2
20170715 09:00,0.035,,0.227,2.8,3.1,6,9.9,26.5,,4.9,329.7
20170715 10:00,0.039,,0.229,1.7,3.2,5,7.9,27.4,,5.4,326.5
20170715 11:00,0.045,,0.191,1.3,3.4,4.8,8.67,28.4,,7.4,310.6
20170715 12:00,0.045,,0.21,1.9,4.2,6.1,12.51,28.5,,7.6,325.6
20170715 13:00,0.046,,0.176,1.2,3.4,4.7,13.61,29.1,,9.4,312
20170715 14:00,0.047,,0.169,1.7,3,4.8,14.68,29.5,,9.7,307.3
20170715 15:00,0.048,,0.17,1.1,2.9,4.1,16.59,29.4,,9.2,310.8
20170715 16:00,0.046,,0.18,0.9,2.8,3.8,16.34,29.4,,9.6,317.4
20170715 17:00,0.044,,0.222,0.9,3,4,15.15,29,,8.9,310.1
20170715 18:00,0.039,,0.189,0.8,3.6,4.5,13.15,28.2,,7.2,315
20170715 19:00,0.032,,0.204,1.7,5.1,6.9,11.8,26.9,,6.2,315.3
20170715 20:00,0.026,,0.258,1.4,7.4,8.9,11.28,26,,5,312.4
20170715 21:00,0.024,,0.247,1.4,6.3,7.8,11.85,25.1,,3.8,292.5
20170715 22:00,0.021,,0.278,7.302,7.8,13.2,10.58,24.2,,5.1,331.3
20170715 23:00,0.022,,0.233,1,4.3,5.4,9.43,23.3,,5.7,327.2
20170716 00:00,0.02,,0.227,0.9,4.4,5.3,8.35,22.7,,4.6,336.3
20170716 01:00,0.016,,0.194,1,6.7,7.7,8.43,22.2,,4.7,342.1
20170716 02:00,0.014,,0.191,0.7,7.1,7.8,8.6,21.5,,2.7,339.3
20170716 03:00,0.015,,0.193,0.5,5.1,5.7,8.04,21.2,,2.7,322.9
20170716 04:00,0.013,,0.201,0.8,5.6,6.5,8.8,20.6,,3.3,347.2
20170716 05:00,0.015,,0.258,1.6,4.4,6.1,8.21,20.8,,3.8,345.5
20170716 06:00,0.017,,0.22,1.8,3.6,5.5,7.63,21.9,,4.6,337
20170716 07:00,0.022,,0.218,2.7,4.1,6.8,7.01,23.4,,5.5,339.2
20170716 08:00,0.03,,0.19,1.7,2.1,3.8,6.71,24.5,,5.5,340.6
20170716 09:00,0.034,,0.181,0.962,2,2.9,7.4,25.7,,4.4,328.8
20170716 10:00,0.034,,0.171,0.722,1.5,2.2,7.58,26.6,,4.6,293.6
20170716 11:00,0.036,,0.179,0.7,1.8,2.5,9.48,27.2,,5.7,295.5
20170716 12:00,0.039,,0.181,0.6,1.7,2.4,10.86,27.8,,4.5,282.2
20170716 13:00,0.04,,0.181,0.5,1.9,2.4,11.17,28,,3.8,280.8
20170716 14:00,0.043,,0.194,0.5,2.1,2.7,10.31,28.5,,3,248
20170716 15:00,0.046,,0.198,0.4,2.1,2.6,9.83,28.9,,4.7,242
20170716 16:00,0.047,,0.205,0.402,2.3,2.8,9.44,28.9,,4.1,239.9
20170716 17:00,0.047,,0.199,0.3,2.3,2.6,9.07,28.5,,3.8,198
20170716 18:00,0.044,,0.202,0.2,2.5,2.8,8.11,28.1,,3.1,198.2
20170716 19:00,0.039,,0.216,0.1,3.7,3.9,6.94,27.4,,2.4,191.9
20170716 20:00,0.038,,0.225,0.2,4.8,5,7.34,26.4,,2.7,185.6
20170716 21:00,0.038,,0.209,0.9,4.5,5.5,9.41,25.6,,2.4,189.6
20170716 22:00,0.038,,0.232,0.4,5,5.5,10.56,25,,2.5,263.2
20170716 23:00,0.038,,0.229,0.5,5.2,5.7,11.61,24.3,,2.4,255.3
20170717 00:00,0.038,,0.23,0.3,4.2,4.6,12.48,23.9,,2.1,265.9
20170717 01:00,0.035,,0.242,0.5,6.4,7,13.62,23.6,,1.5,293.4
20170717 02:00,0.022,,0.272,1.5,10.1,11.7,14.73,23,,1,346
20170717 03:00,0.013,,0.325,2.8,12.4,15.3,15.25,22.6,,1.3,4.9
20170717 04:00,0.007,,0.379,9.1,19.8,28.9,15.87,22.5,,2.2,31.7
20170717 05:00,0.013,,0.319,4.3,18.1,22.5,19.87,22.9,,2.5,111.3
20170717 06:00,0.013,,0.32,8.8,19.6,28.5,22.43,23.7,,2.5,111.9
20170717 07:00,0.017,,0.337,9.9,18.9,28.9,18.18,24.9,,2.8,142.2
20170717 08:00,0.033,,0.327,5.3,12.2,17.5,12.51,26.6,,2.9,143.5
20170717 09:00,0.047,,0.239,0.7,3.2,4,8.13,27.8,,4.6,174.2
20170717 10:00,0.047,,0.22,0.6,2.4,3,7.44,28.4,,5.2,164.6
20170717 11:00,,,,,,,,,,,
20170717 12:00,0.042,,0.188,3.333,1.3,4.6,9.17,29.4,,6.3,159.1
20170717 13:00,0.045,,0.093,6.7,5.2,12,9.31,29.9,,6.7,192.6
20170717 14:00,0.044,,0.122,8.2,6.4,14.7,6.99,29.8,,7,202.2
20170717 15:00,0.042,,0.148,9.1,11.1,20.2,6.74,29.6,,5.4,203.3
20170717 16:00,0.04,,0.165,4.7,7,11.8,6.68,28.4,,4.4,218.9
20170717 17:00,0.043,,0.152,1.504,4.6,6.2,6.2,26.2,,6.8,240.8
20170717 18:00,0.035,,0.174,2.1,10.5,12.6,6.7,24.9,,7.9,276.5
20170717 19:00,0.031,,0.284,1.7,10.3,12,6.9,24.3,,2.8,323.7
20170717 20:00,0.022,,0.314,2,15.4,17.4,7.24,24.7,,2,83.8
20170717 21:00,0.031,,0.178,0.6,8.4,9,3.67,25.2,,3.8,119.6
20170717 22:00,0.031,,0.147,2.566,6.4,8.2,2.83,24.7,,4,145.4
20170717 23:00,0.025,,0.159,5.963,8.2,14.2,3.3,24.1,,2.4,180.1
20170718 00:00,0.029,,0.16,1.081,4.1,4.4,10.24,24.2,,1.6,168.6
20170718 01:00,0.02,,0.188,3.299,8.6,10.3,11.37,24,,2.1,133.3
20170718 02:00,0.015,,0.17,0.7,10.1,10.8,10.54,23.3,,2.8,120.8
20170718 03:00,0.008,,0.182,1.8,15.7,17.5,10.24,23.1,,2.8,109.3
20170718 04:00,0.005,,0.193,4.1,17.6,21.7,11.55,23.1,,2.6,120.3
20170718 05:00,0.005,,0.224,4.9,17.1,22.1,11.93,23.3,,2.5,112.9
20170718 06:00,0.011,,0.286,13.785,17.4,27.7,12.02,24.2,,1.5,257.1
20170718 07:00,0.024,,0.218,3.217,7.9,10.9,19.14,25,,1.8,276.8
20170718 08:00,,,0.229,8.8,9.9,18.7,18.02,25.9,,3.3,159.6
20170718 09:00,0.029,,,6.349,9.1,15.5,18.5,26.9,,4.8,127.9
20170718 10:00,0.038,,,5.6,6.3,11.9,19.06,27.9,,4.3,128.9
20170718 11:00,0.042,,0.196,8.7,8.3,17,10.93,29.1,,4,187.1
20170718 12:00,0.04,,0.195,13.9,7.9,21.9,8.81,29.7,,4.5,185.2
20170718 13:00,0.045,,0.193,14.4,5.4,19.9,8.4,30,,4.5,208.9
20170718 14:00,0.048,,0.195,8.3,7.8,16.1,11.25,30.8,,4.7,204.4
20170718 15:00,0.042,,0.221,12.7,11.4,24.1,13.81,31,,5.1,194.5
20170718 16:00,0.037,,0.26,17.9,17.5,35.4,14.25,30.9,,5.3,183.5
20170718 17:00,0.039,,0.209,8.1,11,19.2,9.38,30,,5,209.2
20170718 18:00,0.036,,0.191,9.6,8.2,17.8,7.17,28.4,,5,203.8
20170718 19:00,0.032,,0.185,14.2,11.4,25.7,7.49,27.3,,4,190
20170718 20:00,0.031,,0.193,13.3,10.5,23.9,8.92,26.7,,3.1,195.5
20170718 21:00,0.028,,0.18,20.948,11.5,26.1,10.11,26.3,,3,169.9
20170718 22:00,0.024,,0.197,11.412,9.7,18.1,13.58,26.2,,2.2,186.5
20170718 23:00,0.025,,0.197,0.7,5.7,6.4,17.04,26.1,,3,230.4
20170719 00:00,0.023,,0.19,0.7,6.3,7,17.12,25.5,,3,251.2
20170719 01:00,0.024,,0.176,1,5.4,6.4,15.49,25.1,,2.1,243.7
20170719 02:00,0.021,,0.172,0.8,6.4,7.3,16.08,24.8,,2.2,246.1
20170719 03:00,0.017,,0.176,2.2,9,11.3,15.92,24.5,,1.8,238.3
20170719 04:00,0.015,,0.192,3.838,9.6,13.1,17.72,24.2,,2.5,244.9
20170719 05:00,0.006,,0.265,6.25,17,22.9,18.15,24.2,,1.9,243.3
20170719 06:00,0.007,,0.292,20.8,14.8,35.6,17.17,25,,2.2,259.7
20170719 07:00,0.017,,0.252,4.9,9.1,14.1,19.87,25.7,,3.7,284.6
20170719 08:00,0.03,,0.22,4.6,6.1,10.7,19.75,27.1,,2.9,233.6
20170719 09:00,0.039,,0.238,9.446,7.1,15.5,16.66,28.5,,3.6,229.8
20170719 10:00,0.052,,0.238,6.435,,,13.06,30,,3.4,198.6
20170719 11:00,0.06,,0.222,5.831,,,17.86,31.4,,3.4,217.3
20170719 12:00,0.066,,0.236,6.798,,,25.26,31.6,,3.7,204.3
20170719 13:00,0.064,,0.234,5.8,9.6,15.4,23.84,32.3,,4.5,226.4
20170719 14:00,0.069,,0.243,2.4,4.2,6.7,23.36,33.3,,5.1,268.2
20170719 15:00,0.063,,0.248,2,5.7,7.7,23.33,33.3,,5.8,270.2
20170719 16:00,0.047,,0.277,14.3,12.9,27.3,23.43,32.1,,5.1,203
20170719 17:00,0.037,,0.251,19.3,17.5,36.9,16.3,31.1,,4,182.2
20170719 18:00,0.036,,0.278,19.7,20.6,40.3,13.94,31.1,,3.5,205.7
20170719 19:00,0.04,,0.284,8.977,21.9,30.6,15.24,30.5,,3.1,221.4
20170719 20:00,0.035,,0.294,7.125,19.7,26.8,16.62,29.6,,2.4,218.1
20170719 21:00,0.038,,0.319,0.7,10.4,11.2,19.63,29,,3.1,234
20170719 22:00,0.029,,0.299,1.7,10.7,12.4,22.57,28.4,,2.2,240.9
20170719 23:00,0.027,,0.308,5.766,13.5,19.2,25.33,28,,1.8,248
20170720 00:00,0.036,,0.26,0.9,7.3,8.2,26.17,27.5,,3.3,279.7
20170720 01:00,0.03,,0.272,1,9.6,10.7,26.69,27,,2.4,260.4
20170720 02:00,0.025,,0.254,1.1,10.5,11.6,26.86,26.5,,3.1,272.6
20170720 03:00,0.017,,0.249,1.2,13.5,14.8,28.4,26.1,,3.9,280.9
20170720 04:00,0.018,,0.259,1.5,10.2,11.7,33.86,26,,3,276
20170720 05:00,0.017,,0.293,2.5,14.4,17,33.83,26.1,,3.4,288.6
20170720 06:00,0.024,,0.34,6.859,13.3,18.1,30.8,26.8,,2.9,266
20170720 07:00,0.04,,0.288,3.3,9.2,12.5,26.61,28,,5.4,281.6
20170720 08:00,0.05,,0.266,2.1,6.8,9,26.96,29.4,,5.1,300.3
20170720 09:00,0.055,,0.292,1.8,6.1,7.9,30.96,30.8,,4.8,304.3
20170720 10:00,0.059,,0.257,1.2,4.3,5.5,27.16,32,,7.1,289.9
20170720 11:00,0.062,,0.266,1.1,3.8,5,21.93,32.8,,8.7,285.8
20170720 12:00,0.064,,0.246,2,4.8,6.8,21.46,33.2,,10.4,293.5
20170720 13:00,0.067,,0.247,1.6,4.1,5.8,25.62,33.6,,9.1,284.7
20170720 14:00,0.066,,0.257,1.3,4.7,6,28.28,33.6,,7.3,283.8
20170720 15:00,0.063,,0.264,1.8,3.1,5,28.88,33.9,,9.9,280.4
20170720 16:00,0.064,,0.291,1.4,4.1,5.5,29.76,33.9,,8.9,278.5
20170720 17:00,0.069,,0.308,1,5.9,6.9,27.38,33.7,,5.3,248.4
20170720 18:00,0.083,,0.341,0.4,6.4,6.8,27.42,32.9,,4.3,247.5
20170720 19:00,0.081,,0.357,2.745,7.9,10.5,29.45,32.2,,4.3,266.9
20170720 20:00,0.065,,0.414,1.3,11.8,13.1,34.78,31.1,,3.1,241.1
20170720 21:00,0.059,,0.409,0.9,9.8,10.8,38.58,30.5,,2.8,252.8
20170720 22:00,0.051,,0.381,1.6,8.8,10.5,40.32,30,,3.1,271.9
20170720 23:00,0.048,,0.368,0.9,6,6.9,43.15,29.2,,4.2,280.6
20170721 00:00,0.04,,0.317,0.9,5.8,6.8,47.14,28.4,,4.1,279.5
20170721 01:00,0.032,,0.318,1,8.2,9.3,50.79,28,,4.1,285.6
20170721 02:00,0.031,,0.296,1.1,7.5,8.6,47.43,27.8,,4.6,283.7
20170721 03:00,0.032,,0.283,1.1,7.6,8.8,38.61,27.5,,4.3,289.1
20170721 04:00,0.028,,0.285,1.6,11.2,12.8,32.56,27,,4.8,302.1
20170721 05:00,0.024,,0.325,3.2,13.1,16.3,27.79,26.5,,3.7,325.2
20170721 06:00,0.025,,0.396,8,13.4,21.4,23.35,26.9,,4.3,342.2
20170721 07:00,0.029,,0.321,6.6,12.3,19,21.17,27.1,,5.8,326.9
20170721 08:00,0.038,,0.286,4.4,9.1,13.6,16.06,28,,6.2,339.1
20170721 09:00,0.049,,0.285,3.6,8.6,12.2,13.4,29.2,,4.7,336.3
20170721 10:00,0.059,,0.228,1,4.3,5.3,10.65,30.8,,4.9,309.3
20170721 11:00,0.061,,0.206,1,3.8,4.8,10.06,31.4,,4.7,306.1
20170721 12:00,0.059,,0.183,1.1,2.8,3.9,9.54,32.1,,5.1,271.2
20170721 13:00,0.057,,0.207,1.3,4.9,6.2,11.01,32.4,,5.7,297.6
20170721 14:00,0.058,,0.201,1.4,4.5,6,11.14,32.6,,6.2,293.3
20170721 15:00,0.057,,0.21,2.5,7.2,9.8,10.05,33,,7.4,289.1
20170721 16:00,0.058,,0.222,1.3,3.9,5.3,11.33,32.9,,6.7,295.8
20170721 17:00,0.058,,0.215,0.7,3.8,4.5,11.45,32.4,,4.7,262.1
20170721 18:00,0.056,,0.244,0.3,5.4,5.7,10.77,31.5,,4.1,236.6
20170721 19:00,0.047,,0.325,1.73,10.9,11.4,10.38,31,,3.1,242.6
20170721 20:00,0.044,,0.303,0.6,10.5,11.1,10.94,30.4,,2.8,225.7
20170721 21:00,0.047,,0.249,0.5,6.4,7,14.6,29.3,,2.1,215.2
20170721 22:00,0.036,,0.305,1.9,10.6,12.6,14.95,29.3,,1.6,238.7
20170721 23:00,0.03,,0.344,1.2,14,15.2,18.38,29,,1.9,237.3
20170722 00:00,0.028,,0.381,1.8,15.9,17.7,23.6,28.5,,2.3,260.7
20170722 01:00,0.028,,0.321,1.8,11.2,13,22.06,28.3,,3.5,287.6
20170722 02:00,0.04,,0.258,0.9,5.1,6,17.24,27.9,,4,322.3
20170722 03:00,0.041,,0.258,0.8,4.7,5.6,21.21,27.6,,4.2,329.4
20170722 04:00,0.037,,0.258,0.9,5.8,6.7,22.23,27.1,,2.2,338.6
20170722 05:00,0.038,,0.271,1.7,6,7.7,22.54,26.8,,3.8,18
20170722 06:00,0.035,,0.248,1.6,6.6,8.3,18.83,27,,4.3,63.8
20170722 07:00,0.035,,0.286,3,10,13,17.43,27.6,,4.9,53.7
20170722 08:00,0.05,,0.263,2.2,8.6,10.9,15.7,28.7,,6.3,96.4
20170722 09:00,0.064,,0.244,1.8,7.9,9.8,17.93,29.4,,5.1,96.5
20170722 10:00,0.072,,0.248,1,5.6,6.6,19.57,30.3,,3.7,157.6
20170722 11:00,0.079,,0.238,0.5,3.7,4.3,20.13,31.2,,3.1,202.9
20170722 12:00,0.082,,0.254,0.4,3.8,4.3,22.26,31.4,,4.1,200.5
20170722 13:00,0.083,,0.24,0.4,3.3,3.8,20.04,32.2,,3.8,215.2
20170722 14:00,0.074,,0.235,0.4,3,3.5,21.01,32.1,,4.8,206.5
20170722 15:00,0.063,,0.242,0.4,3.3,3.7,15.62,31.9,,5.4,229.2
20170722 16:00,0.058,,0.234,0.4,3.5,4,15.59,31.7,,5.4,228.1
20170722 17:00,0.057,,0.246,0.4,3.3,3.7,16.67,30.4,,6.7,249.9
20170722 18:00,0.051,,0.228,0.3,3.5,3.8,14.36,29.4,,6.6,265.7
20170722 19:00,0.046,,0.194,0.3,3.1,3.4,11.77,27.8,,7,256.2
20170722 20:00,0.045,,0.206,0.3,5.2,5.5,8.4,26.8,,4.9,249.1
20170722 21:00,0.042,,0.205,0.3,4.7,5.1,8.59,26.4,,4.9,253.7
20170722 22:00,0.04,,0.197,0.4,3.8,4.2,8.69,26,,5.8,273.6
20170722 23:00,0.036,,0.193,0.3,3.9,4.2,9.16,25.6,,4.7,244.2
20170723 00:00,0.034,,0.192,0.4,3.1,3.5,10.8,25.5,,5.5,267
20170723 01:00,0.031,,0.186,0.3,3.4,3.8,13.38,25.4,,5.1,278.1
20170723 02:00,0.029,,0.19,0.3,3.6,4,13.91,25,,3.6,239
20170723 03:00,0.029,,0.193,0.3,3.6,4,14.05,25,,5.4,272.6
20170723 04:00,0.028,,0.198,0.4,3.6,4,13.38,24.6,,6.2,285.3
20170723 05:00,0.024,,0.206,0.6,3.6,4.3,13.04,24.2,,5.9,283.9
20170723 06:00,0.025,,0.199,0.9,3.1,4,12.64,24.7,,6.3,299.5
20170723 07:00,0.027,,0.198,1.5,4.3,5.8,13.23,25.8,,7.4,298.8
20170723 08:00,0.03,,0.196,1.4,3.6,5,13.41,26.3,,6.1,299.7
20170723 09:00,0.036,,0.193,0.9,2.7,3.6,10.64,27.4,,5.5,304.2
20170723 10:00,0.04,,0.196,0.8,2.4,3.2,8.3,28,,4.5,335
20170723 11:00,0.042,,0.209,0.9,2.5,3.4,6.2,28.7,,5.2,332.8
20170723 12:00,0.044,,0.208,0.5,2,2.5,6.39,29.3,,3.8,321.2
20170723 13:00,0.051,,0.216,0.7,3.6,4.4,8.3,29.2,,4.6,88.1
20170723 14:00,0.052,,0.226,0.7,4.6,5.3,8.3,29.5,,5.3,100.8
20170723 15:00,0.055,,0.251,0.6,5.7,6.4,9.97,28.9,,5,114.9
20170723 16:00,0.044,,0.287,0.6,5,5.7,19.7,27.2,,6.1,141.6
20170723 17:00,0.04,,0.27,0.4,4.5,5,25.73,24.9,,7.4,126.2
20170723 18:00,0.038,,0.265,0.4,3.7,4.1,27.36,24.6,,6.2,120.3
20170723 19:00,0.041,,0.247,0.4,4.2,4.7,22.19,23.8,,4.4,72.8
20170723 20:00,0.043,,0.233,0.4,3.8,4.3,19.45,22.8,,6.2,89.3
20170723 21:00,0.039,,0.251,0.3,4.4,4.7,25.66,22.6,,4.8,107.9
20170723 22:00,0.041,,0.242,0.259,3.4,3.7,20.27,22.6,,3.6,104
20170723 23:00,0.04,,0.293,0.331,4,4.3,18.31,22.4,,5.9,89.6
20170724 00:00,0.043,,0.247,0.213,2.6,2.7,12.43,22.2,,5.3,85.9
20170724 01:00,0.046,,0.191,0.242,3.4,3.6,6.66,21.9,,4.7,288.8
20170724 02:00,0.052,,0.154,0.2,2.7,2.9,3.56,21.4,,4.1,74.8
20170724 03:00,0.049,,0.151,0.3,4.6,5,2.89,21.4,,2.8,72.9
20170724 04:00,0.034,,0.2,0.9,11.8,12.7,4.08,21.9,,2.4,118.9
20170724 05:00,0.032,,0.211,1.1,11.4,12.6,4.02,22.1,,3,128.3
20170724 06:00,0.031,,0.215,3.5,13.3,16.8,3.35,22.1,,3.4,199.1
20170724 07:00,0.027,,0.27,7.8,15.3,23.2,3.71,22.7,,3.8,289.5
20170724 08:00,,,0.235,2.6,6.4,9.1,6.49,24.3,,5.8,270.6
20170724 09:00,,,0.207,2,4.9,7,4.36,26.1,,9.5,305.4
20170724 10:00,0.039,,,2.4,4.3,6.8,1.6,27,,10,300
20170724 11:00,0.042,,,3.6,4.3,7.9,1.59,27.9,,8.7,303.3
20170724 12:00,0.045,,0.206,2.3,5.1,7.4,1.91,28.7,,7.8,304.9
20170724 13:00,0.049,,0.203,2.5,4.3,6.8,3.15,29.5,,7.5,305.1
20170724 14:00,0.053,,0.207,2.5,4.5,7.1,8.23,30,,5.8,298.1
20170724 15:00,0.053,,0.218,2.7,3.6,6.3,11.66,30.5,,6.1,270.5
20170724 16:00,0.054,,0.221,1.6,4.1,5.8,16.91,30.7,,5.8,264.8
20170724 17:00,0.054,,0.24,0.6,4.7,5.3,15.19,30.3,,4,224.9
20170724 18:00,0.053,,0.217,0.425,4.1,4.4,13.08,29.6,,4,226.6
20170724 19:00,0.051,,0.241,0.7,5,5.7,10.8,27.5,,6.3,251.4
20170724 20:00,0.046,,0.246,1.1,6.5,7.6,5.94,22.5,,3.7,284.3
20170724 21:00,0.044,,0.228,0.4,5.8,6.2,6.51,22.5,,6.1,109.3
20170724 22:00,0.039,,0.256,1,6.9,8,2.1,21.5,,3.5,118.6
20170724 23:00,0.036,,0.214,0.8,8.8,9.7,7.16,21.7,,1.8,349.3
20170725 00:00,0.036,,0.214,0.4,5.1,5.6,7.3,21.9,,3.3,70.1
20170725 01:00,0.036,,0.208,0.3,3.7,4,11.02,21.5,,3.7,31
20170725 02:00,0.033,,0.228,0.5,5,5.5,17.46,21.4,,2.8,349.4
20170725 03:00,0.017,,0.233,0.5,9.5,10.1,17.27,20.7,,4.8,80.1
20170725 04:00,0.014,,0.209,1.5,10.2,11.8,13.12,20.2,,4,89.5
20170725 05:00,0.014,,0.278,5.2,10.1,15.3,8.6,20.1,,4,33.3
20170725 06:00,0.017,,0.252,4.3,6.6,11,4.46,20.3,,3.6,58.5
20170725 07:00,0.017,,0.262,5.7,7.2,13,5.36,21.1,,3.2,69.4
20170725 08:00,0.017,,0.269,6.1,6.9,13.1,5.78,21.8,,3.9,349.4
20170725 09:00,0.017,,0.261,7.2,7.7,14.9,6.91,21.9,,4.6,335.8
20170725 10:00,0.02,,0.241,5,6.2,11.2,7.36,22.7,,4.1,341.3
20170725 11:00,0.023,,0.264,4.4,6.3,10.8,8.02,23.3,,3.7,337.2
20170725 12:00,0.029,,0.223,3,5.1,8.2,7.73,24,,3.5,324.1
20170725 13:00,0.032,,0.204,4.6,4.1,8.7,6.98,24.9,,5.4,302.7
20170725 14:00,0.031,,0.24,4.6,5.6,10.3,7.32,25.1,,6.1,318.7
20170725 15:00,0.031,,0.276,3.5,5.6,9.1,8.29,24.9,,3.5,325.9
20170725 16:00,0.029,,0.291,3.3,7.3,10.7,7.38,24.7,,3.7,43.3
20170725 17:00,0.026,,0.279,2.3,9,11.4,8.08,24.2,,3.9,68.8
20170725 18:00,0.025,,0.316,8.1,7.4,15.6,8.56,24,,3.2,349.6
20170725 19:00,0.025,,0.284,1.6,8,9.6,8.05,23.6,,3,32.1
20170725 20:00,0.022,,0.324,2.3,7.3,9.7,7.28,23.3,,3.9,355.5
20170725 21:00,0.024,,0.2,0.623,4.7,5.4,5.72,22,,4.7,113.9
20170725 22:00,0.027,,0.174,2.9,3.5,6.5,6.75,21.1,,6.1,117.2
20170725 23:00,0.03,,0.261,0.3,6.3,6.7,10.25,20.3,,5,87.5
20170726 00:00,0.03,,0.179,0.4,4.3,4.7,8.23,20.2,,3.7,106.5
20170726 01:00,0.028,,0.172,0.3,5.1,5.4,6.75,20.2,,4.3,94.6
20170726 02:00,0.026,,0.17,0.3,4.2,4.5,6.88,20,,4.8,88
20170726 03:00,0.027,,0.171,0.3,4.2,4.6,5.08,20.1,,4.1,97.5
20170726 04:00,0.024,,0.178,1.1,6.5,7.6,5.01,20.1,,4.1,88.5
20170726 05:00,0.021,,0.193,2.6,9.3,11.9,4.93,20,,5.3,87.1
20170726 06:00,0.019,,0.223,5.1,9.9,15.1,5.18,20.5,,5.8,89.4
20170726 07:00,0.023,,0.258,4.7,7.5,12.3,4.8,21.2,,4.8,90.3
20170726 08:00,0.025,,0.199,2.7,6,8.8,5.16,21.2,,4.5,103.8
20170726 09:00,0.028,,0.19,2.3,5,7.4,6.61,22,,4.6,110.9
20170726 10:00,0.03,,0.208,2.3,5.1,7.4,7.21,22.6,,4.2,104.9
20170726 11:00,0.035,,0.191,2.6,4.7,7.4,7.08,23.5,,5,105.5
20170726 12:00,0.038,,0.189,1.4,2.9,4.4,6.2,24.1,,5.9,137.7
20170726 13:00,0.041,,0.173,1.2,3.1,4.4,5.93,24.8,,5,146.1
20170726 14:00,0.04,,0.219,1.8,5.7,7.6,6.09,25,,5,115.4
20170726 15:00,0.037,,0.229,1.8,6.1,7.9,6.34,25.1,,4.2,137.5
20170726 16:00,0.039,,0.227,0.7,3.7,4.4,6.15,25.1,,4.5,170.8
20170726 17:00,0.037,,0.192,0.5,3.7,4.2,7.89,24.9,,4.5,174.6
20170726 18:00,0.033,,0.186,0.2,3,3.2,7.01,23.8,,6.6,154.5
20170726 19:00,0.032,,0.186,0.2,4.4,4.6,6.32,22.7,,5.3,151.6
20170726 20:00,0.033,,0.167,0.1,3.6,3.8,5.45,21.7,,6.1,154.4
20170726 21:00,0.031,,0.163,0.2,4.3,4.6,4.05,21,,5.2,150.7
20170726 22:00,0.029,,0.153,0.3,3.9,4.2,3.39,20.6,,4.3,151.7
20170726 23:00,0.028,,0.152,0.3,3.5,3.8,3.84,20.5,,3.7,156
20170727 00:00,0.027,,0.158,0.1,3,3.1,3.95,20.2,,2.8,152.3
20170727 01:00,0.024,,0.157,0.1,3.8,4,4.7,20.4,,2.3,143.2
20170727 02:00,0.019,,0.163,0.2,7.9,8.2,4.69,20.5,,2.2,164.7
20170727 03:00,0.018,,0.163,0.5,7,7.5,4.47,20.4,,2.4,143.2
20170727 04:00,0.011,,0.216,0.8,13.9,14.8,5.67,20.7,,1.6,167
20170727 05:00,0.013,,0.209,1.1,13.8,15,5.58,21.3,,2.8,182.9
20170727 06:00,0.024,,0.204,1.077,7.7,8.8,4.29,21.8,,3.2,225.1
20170727 07:00,0.022,,0.235,2.65,8.5,10.5,4.74,22.2,,3.1,232.8
20170727 08:00,0.023,,0.223,2,7.4,9.4,7.18,22.9,,2.8,194
20170727 09:00,0.027,,0.189,1,4.7,5.7,4.61,23.7,,3.7,191.8
20170727 10:00,0.029,,0.202,1.1,4.7,5.8,5.77,24.2,,3.6,199.7
20170727 11:00,0.033,,0.201,0.619,,,7.54,24.7,,4.2,186
20170727 12:00,0.036,,0.206,0.956,,,9.42,25.4,,3.9,183
20170727 13:00,0.038,,0.215,0.6,3.7,4.4,10.35,26,,3.8,184.6
20170727 14:00,0.037,,0.216,1,5,6.1,15.02,26.3,,3.3,181.9
20170727 15:00,0.036,,0.251,1.2,6,7.3,14.43,26.4,,3.9,153.5
20170727 16:00,0.037,,0.264,1,5.7,6.8,13.35,26.6,,3.6,163.1
20170727 17:00,0.037,,0.23,0.4,2.9,3.3,11.39,26.5,,4.5,168.7
20170727 18:00,0.035,,0.208,0.2,2.7,2.9,10.84,26.1,,3.9,163.2
20170727 19:00,0.031,,0.23,0.3,5.3,5.6,11.23,25.4,,3.4,150.2
20170727 20:00,0.028,,0.238,0.4,6.4,6.8,12.11,24.8,,2.7,126.6
20170727 21:00,0.024,,0.255,0.9,7.9,8.9,14.45,24.3,,3,99.9
20170727 22:00,0.025,,0.239,0.7,6.5,7.3,16.25,24,,2.6,103.7
20170727 23:00,0.02,,0.251,0.8,7.9,8.8,21.83,23.7,,2.1,95.1
20170728 00:00,0.02,,0.234,0.6,6.1,6.8,17.66,23.5,,2,83.6
20170728 01:00,0.014,,0.238,1,9.1,10.2,19.09,23.2,,2.6,36.5
20170728 02:00,0.011,,0.226,1,11.8,12.9,20.67,23,,2.2,104.2
20170728 03:00,0.009,,0.228,1.5,13.1,14.7,30.04,22.9,,2.9,60.3
