ORIS,Unit ID,Facility,State,ERTAC Region,Fuel/Unit Type Bin, Maximum hourly heat input (mmbtu) , ERTAC heat rate (btu/kw-hr) , OS heat rate (btu/kw-hr) , Non-OS heat rate (btu/kw-hr) , Generation capacity (MW) , num of hours in FY where unit operated at max hourly , BY Utilization fraction , FY Utilization fraction , Base year generation (MW-hrs) , Base year heat input (mmbtu) , Future year generation (MW-hrs) , Future year heat input (mmbtu) , BY Annual SO2 (tons) , BY Average Annual SO2 Rate (lbs/mmbtu) , BY Annual NOx (tons) , BY Average Annual NOx Rate (lbs/mmbtu) , BY OS NOx (tons) , BY Average OS NOx Rate (lbs/mmbtu) , BY OS heat input (mmbtu) , BY NonOS NOx (tons) , BY Average NonOS NOx Rate (lbs/mmbtu) , FY Annual SO2 (tons) , FY Average Annual SO2 Rate (lbs/mmbtu) , FY Annual NOx (tons) , FY Average Annual NOx Rate (lbs/mmbtu) , FY OS NOx (tons) , FY Average OS NOx Rate (lbs/mmbtu) , FY OS heat input (mmbtu) , FY NonOS NOx (tons) , FY Average NonOS NOx Rate (lbs/mmbtu) ,Hierarchy Order,Longitude,Latitude,Generation Deficit Unit?, Retirement Date, New Unit?, Gasified?
621,TPCT5A,Turkey Point,FL,FRCC,combined cycle gas,2103,6722.71701,6678.484676,6758.872761,312.8199502,1647,0.611626081,0.673775884,1676040.64,11267546.92,1846349.916,12412487.98,3.4093135,0.000605156,45.3165445,0.008043729,19.6758875,0.007816569,5034405.372,25.640657,0.008227202,3.755747649,0.000605156,49.92573771,0.008044437,21.59909514,0.007819409,5524482.616,28.32664257,0.008224919,46,-80.3308,25.4356,N,1/1/2050,,
621,TPCT5B,Turkey Point,FL,FRCC,combined cycle gas,2103,6669.097493,6646.548629,6688.392781,315.3350213,1507,0.628542126,0.694796979,1736243.78,11579179.04,1919261.865,12799744.49,3.506666,0.000605685,44.8291095,0.007743055,18.8821485,0.007096726,5321369.135,25.946961,0.008292665,3.876304932,0.000605685,49.56993827,0.007745457,20.78081862,0.007102817,5851429.94,28.78911965,0.008286648,41,-80.3308,25.4356,N,1/1/2050,,
621,TPCT5C,Turkey Point,FL,FRCC,combined cycle gas,2103,6711.523794,6688.828104,6730.85022,313.341659,1497,0.560980081,0.619980008,1539819.04,10334532.13,1701766.342,11421445.29,3.1329485,0.000606307,49.5446035,0.009588166,21.8568995,0.009228374,4736890.608,27.687704,0.009892632,3.462449917,0.000606307,54.75459248,0.009588032,24.17312086,0.009231942,5236844.137,30.58147161,0.009889553,60,-80.3308,25.4356,N,1/1/2050,,
621,TPCT5D,Turkey Point,FL,FRCC,combined cycle gas,2103,6668.310776,6610.036234,6715.743525,315.372224,1264,0.616097178,0.6803488,1702067.45,11349914.72,1879572.88,12533576.09,3.4291845,0.000604266,48.343482,0.008518739,21.542599,0.008534422,5048402.35,26.800883,0.008506175,3.786807735,0.000604266,53.38546878,0.008518793,23.85763577,0.008534242,5591037.974,29.52783301,0.008506351,43,-80.3308,25.4356,N,1/1/2050,,
624,P1,Avon Park,FL,FRCC,oil,563,16469.43574,16543.64128,16119.28217,34.18453486,0,0.016446461,0.001133941,4925,81111.971,339.5660248,5592.460823,0,0,12.3603765,0.304773176,10.0925805,0.300240902,67229.884,2.267796,0.326722632,0,0,0.866100188,0.309738491,0.538443376,0.300240902,3586.742328,0.327656813,0.326722632,13,-81.49,27.58,N,6/30/2020,,
624,P2,Avon Park,FL,FRCC,oil,563,19949.54223,19004.24456,22308.63196,28.22119894,0,0.000627382,5.39336E-05,155.1,3094.174,13.33334747,265.9941784,0,0,0.654373,0.422971042,0.465588,0.442502637,2104.34,0.188785,0.381447798,0,0,0.056344788,0.423654298,0.0406834,0.442502637,183.8786801,0.015661388,0.381447798,48,-81.49,27.58,N,6/30/2020,,
627,1A,Bayboro,FL,FRCC,oil,774,14283.59942,14226.35595,14533.8737,54.18802201,0,0.000600374,8.8798E-05,284.99,4070.683,42.15125657,602.0716641,0,0,1.578922,0.775752865,1.2847885,0.778739695,3299.661,0.2941335,0.762970447,0,0,0.233565367,0.775872313,0.191801518,0.778739695,492.5946865,0.041763849,0.762970447,50,-82.64,27.76,N,1/1/2050,,
627,1B,Bayboro,FL,FRCC,oil,774,14712.67062,14667.9831,14908.04901,52.60771616,0,0.000618409,9.14654E-05,284.99,4192.964,42.15125657,620.1575542,0,0,1.5065505,0.718608841,1.2302475,0.723230001,3402.092,0.276303,0.698730009,0,0,0.222876896,0.718775074,0.18348054,0.723230001,507.3919505,0.039396356,0.698730009,49,-82.64,27.76,N,1/1/2050,,
627,2A,Bayboro,FL,FRCC,oil,774,15025.26725,14867.00784,15699.36861,51.51322683,0,0.000387651,5.62411E-05,174.93,2628.37,25.37910927,381.3278993,0,0,0.879996,0.669613487,0.7253185,0.68874314,2106.209,0.1546775,0.59245137,0,0,0.127842298,0.67051112,0.106454459,0.68874314,309.1267354,0.021387839,0.59245137,52,-82.64,27.76,N,1/1/2050,,
627,2B,Bayboro,FL,FRCC,oil,774,14961.04728,14682.49453,16147.53458,51.73434625,0,0.000385995,5.60007E-05,174.93,2617.136,25.37910927,379.6980536,0,0,0.967955,0.739705541,0.7695145,0.739893244,2080.069,0.1984405,0.738978563,0,0,0.140435133,0.739720057,0.1138716,0.739893244,307.8054869,0.026563533,0.738978563,53,-82.64,27.76,N,1/1/2050,,
627,3A,Bayboro,FL,FRCC,oil,774,13995.26867,13951.64079,14064.02586,55.30440451,0,0.000838943,0.000123179,406.44,5688.237,59.67626258,835.1853283,0,0,1.8590555,0.653649101,1.1188145,0.64499577,3469.215,0.740241,0.667177703,0,0,0.272889236,0.653481872,0.166302482,0.64499577,515.6699923,0.106586754,0.667177703,46,-82.64,27.76,N,1/1/2050,,
627,3B,Bayboro,FL,FRCC,oil,774,14376.04323,14536.98921,14121.66941,53.839571,0,0.000863274,0.000126746,407.15,5853.206,59.7777054,859.3668769,0,0,1.9255635,0.657951728,1.1721775,0.646702743,3625.089,0.753386,0.676253536,0,0,0.282726869,0.657988751,0.171750786,0.646702743,531.1583666,0.110976083,0.676253536,44,-82.64,27.76,N,1/1/2050,,
627,4A,Bayboro,FL,FRCC,oil,774,14319.12049,14761.3695,13996.68971,54.05359921,0,0.000950878,0.000139014,450.25,6447.184,65.82424092,942.5452367,0,0,2.327748,0.722097586,0.997355,0.711774643,2802.446,1.330393,0.730034916,0,0,0.340358419,0.722211317,0.143718942,0.711774643,403.832713,0.196639476,0.730034916,40,-82.64,27.76,N,1/1/2050,,
627,4B,Bayboro,FL,FRCC,oil,774,14381.36195,14576.48733,14239.35803,53.81965927,0,0.000955606,0.000139704,450.53,6479.235,65.86469457,947.2240125,0,0,2.436129,0.751980442,1.02006,0.737522504,2766.18,1.416069,0.762751427,0,0,0.356134055,0.751953182,0.149503867,0.737522504,405.4218454,0.206630188,0.762751427,39,-82.64,27.76,N,1/1/2050,,
628,1,Crystal River,FL,FRCC,coal,3750,11279.2005,11255.43116,11317.52869,332.4703731,0,0.243840479,0,710170.88,8010159.748,0,0,2974.971,0.742799418,1616.344406,0.403573576,999.7894535,0.405293499,4933656.507,616.5549525,0.400815409,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-82.7003,28.9594,N,9/30/2018,,
628,2,Crystal River,FL,FRCC,coal,4795,10613.03411,10864.3898,9912.32573,451.8029387,0,0.181202783,0,717163.24,7611277.93,0,0,2805.986381,0.737323326,1570.179343,0.412592828,1181.51268,0.41207274,5734486.007,388.666663,0.414181943,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-82.7003,28.9594,N,9/30/2018,,
628,4,Crystal River,FL,FRCC,coal,7919,10160.84529,9988.718649,10325.37675,779.3642924,0,0.610618228,0.218765814,4168831.82,42358855.17,1493564.79,15175880.76,3144.156378,0.148453322,1410.787614,0.066611225,590.293787,0.058011511,20350919.28,820.493827,0.074563451,1126.454955,0.148453322,501.8584487,0.066138955,223.9473981,0.058093252,7709928.111,277.9110506,0.074447579,6,-82.7003,28.9594,N,1/1/2050,,
628,5,Crystal River,FL,FRCC,coal,7765.6,10392.42421,10363.2966,10417.08947,747.2366255,0,0.637363709,0.228000812,4172050.8,43357721.75,1492446.081,15510132.79,3178.96201,0.146638794,1491.843721,0.068815595,660.7519675,0.066659188,19824783.08,831.091753,0.070632212,1137.193582,0.146638794,533.0662645,0.068737808,246.2475116,0.066679827,7385967.274,286.8187528,0.070608791,3,-82.7003,28.9594,N,1/1/2050,,
630,P1,Higgins,FL,FRCC,simple cycle gas,566,17705.68028,18154.08081,16960.29478,31.96714223,1,0.005476335,0.002990648,1533.55,27152.546,837.4775694,14828.11009,0,0,4.271169,0.314605415,2.707948,0.311561411,17383.077,1.563221,0.320021692,0,0,2.352499112,0.317302623,0.742394825,0.311561411,4765.640406,1.610104287,0.320021692,64,-82.6616,28.0031,N,6/30/2020,,
630,P2,Higgins,FL,FRCC,simple cycle gas,566,17214.53198,17293.84009,16834.77248,32.87919769,0,0.024144876,0.006415614,6954.25,119714.159,1847.836572,31809.64176,0,0,21.5438335,0.359921227,17.837536,0.358584179,99488.695,3.7062975,0.366498143,0,0,5.765414869,0.3624948,2.968297772,0.358801552,16545.62392,2.797117097,0.366498143,42,-82.6616,28.0031,N,6/30/2020,,
630,P3,Higgins,FL,FRCC,simple cycle gas,631,17503.15119,17535.85143,17380.70376,36.05065129,15,0.023448553,0.005258253,7405.14,129613.285,1660.575723,29065.30795,0,0,43.804618,0.675927904,33.885919,0.661278959,102486.004,9.918699,0.731271151,0,0,10.20773383,0.70239984,4.165386536,0.664351447,12539.70787,6.042347294,0.731271151,43,-82.6616,28.0031,N,6/30/2020,,
630,P4,Higgins,FL,FRCC,simple cycle gas,631,18600.08169,17791.78489,20196.60222,33.9245822,34,0.026199701,0.007172798,7786.01,144820.422,2131.607308,39648.07005,0,0,26.9131825,0.37167662,16.2237805,0.352821601,91965.914,10.689402,0.404484022,0,0,7.81737414,0.394338193,1.491360239,0.356416194,8368.644658,6.326013901,0.404484022,41,-82.6616,28.0031,N,6/30/2020,,
634,4A,P L Bartow,FL,FRCC,combined cycle gas,2514,7931.434482,7903.306177,7952.800371,316.9666226,890,0.679305864,0.760816256,1886179.42,14960108.49,2112503.425,16755182.51,4.4721815,0.000597881,225.122673,0.030096396,89.662196,0.027866398,6435147.794,135.460477,0.031779731,5.008801726,0.000597881,251.9319508,0.030072123,101.5817844,0.027882324,7286464.65,150.3501664,0.031757239,22,-82.6012,27.8613,N,1/1/2050,,
634,4B,P L Bartow,FL,FRCC,combined cycle gas,2514,7696.735858,7538.685517,7879.061598,326.6319705,677,0.537389241,0.590244922,1537629.72,11834729.8,1688865.47,12998751.43,3.547199,0.000599456,182.1732235,0.030786207,93.017703,0.029961204,6209209.905,89.1555205,0.031696811,3.896088785,0.000599456,199.9848473,0.030769855,103.9536065,0.029968403,6937547.247,96.03124087,0.031687182,68,-82.6012,27.8613,N,1/1/2050,,
634,4C,P L Bartow,FL,FRCC,combined cycle gas,2514,7839.714772,7778.012383,7892.32704,320.6749318,1219,0.634321303,0.701384735,1781879.84,13969429.7,1970268.559,15446343.53,4.184286,0.000599063,213.0869215,0.030507605,90.5802765,0.02840086,6378699.654,122.506645,0.032277961,4.6266684,0.000599063,235.3975725,0.030479391,101.4506345,0.028416775,7140193.423,133.946938,0.032252472,38,-82.6012,27.8613,N,1/1/2050,,
634,4D,P L Bartow,FL,FRCC,combined cycle gas,2514,7891.84626,7884.962798,7899.070133,318.5566365,762,0.560527416,0.615432398,1564183.22,12344293.49,1717398.655,13553446.15,3.6998985,0.000599451,204.584415,0.033146395,98.712304,0.031259992,6315568.031,105.872111,0.035122552,4.062312284,0.000599451,224.5495231,0.033135414,108.3239486,0.031266073,6929168.785,116.2255746,0.035090793,61,-82.6012,27.8613,N,1/1/2050,,
634,P1,P L Bartow,FL,FRCC,oil,714,14598.60125,14583.56862,14667.98572,48.90879528,0,0.000881055,0.000128772,377.48,5510.68,55.17142382,805.4256168,0,0,1.3483915,0.489373907,1.0949715,0.483997606,4524.698,0.25342,0.514045895,0,0,0.197042132,0.489286974,0.160601877,0.483997606,663.6474022,0.036440255,0.514045895,42,-82.6012,27.8613,N,1/1/2050,,
634,P2,P L Bartow,FL,FRCC,simple cycle gas,714,16795.0561,16780.18946,16821.87189,42.51251058,36,0.042725323,0.02088378,15911.32,267231.512,7777.320101,130620.5274,0,0,41.49836,0.310579839,26.3138855,0.306389771,171767.389,15.1844745,0.318118975,0,0,20.28845414,0.310647255,12.85143987,0.30648161,83864.34598,7.437014262,0.318118975,34,-82.6012,27.8613,N,1/1/2050,,
634,P3,P L Bartow,FL,FRCC,oil,714,14270.03106,14407.35386,13838.1698,50.03492964,0,0.000815344,0.00012014,357.37,5099.681,52.65807401,751.4323517,0,0,1.334122,0.523217825,1.0139885,0.519121712,3906.554,0.3201335,0.536629378,0,0,0.196598501,0.52326334,0.148903031,0.519121712,573.6729067,0.04769547,0.536629378,47,-82.6012,27.8613,N,1/1/2050,,
634,P4,P L Bartow,FL,FRCC,simple cycle gas,714,16743.75426,16866.75026,16526.61655,42.64276631,39,0.051366183,0.024098518,19187.87,321276.98,9002.016606,150727.5539,0,0,54.927825,0.341934396,34.9853775,0.338666945,206606.39,19.9424475,0.347821486,0,0,25.75628771,0.341759513,17.0107835,0.338724471,100440.2395,8.745504205,0.347821486,23,-82.6012,27.8613,N,1/1/2050,,
638,1,Suwannee River,FL,FRCC,boiler gas,460,11664.23283,,11664.23283,39.43679854,0,0.105770589,0,36540.18,426213.167,0,0,0.127853,0.000599949,26.641661,0.125015664,0,-999.9,,26.641661,0.125015664,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-83.1806,30.3764,N,1/1/2017,,
638,2,Suwannee River,FL,FRCC,boiler gas,450,12516.16583,12758.38101,11680.60955,35.95350254,0,0.236978042,0,74636.87,934167.442,0,0,0.280206,0.000599905,97.285301,0.208282363,75.103334,0.203465695,738240.752,22.181967,0.226431294,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-83.1806,30.3764,N,1/1/2017,,
638,3,Suwannee River,FL,FRCC,boiler gas,881,12533.4294,12294.34732,12769.73973,70.29201443,0,0.532006154,0,327587.07,4105789.413,0,0,1.2320975,0.000600176,559.087365,0.272340984,259.077005,0.258819002,2001993.691,300.01036,0.285208642,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-83.1806,30.3764,N,1/1/2017,,
638,1A,Suwannee River,FL,FRCC,oil,369.5,14139.94453,14129.47823,14173.05073,26.13164424,0,0.072402377,0.010870864,16573.86,234353.461,2488.484223,35187.02887,0,0,23.38685,0.199586129,17.5306025,0.197051675,177928.987,5.8562475,0.207578275,0,0,3.510144081,0.199513525,2.653774286,0.197088073,26929.83132,0.856369796,0.207423836,1,-83.1806,30.3764,N,1/1/2050,,
638,1B,Suwannee River,FL,FRCC,oil,369.5,14001.07332,13934.08358,14217.4905,26.39083388,0,0.071336602,0.010656621,16491.86,230903.741,2463.63717,34493.56464,0,0,21.4329035,0.185643623,16.0692365,0.18314535,175480.693,5.363667,0.193553664,0,0,3.199731499,0.185526288,2.433341577,0.183178602,26567.96749,0.766389922,0.193396133,2,-83.1806,30.3764,N,1/1/2050,,
638,2A,Suwannee River,FL,FRCC,oil,369.5,15330.72288,15306.89261,21065.625,24.10192937,0,0.005493933,0.00087386,1159.95,17782.872,184.5005194,2828.526333,0,0,1.7896055,0.201272944,1.777838,0.201092912,17681.757,0.0117675,0.232754784,0,0,0.284566608,0.201211921,0.283329316,0.201092912,2817.894611,0.001237292,0.232754784,14,-83.1806,30.3764,N,1/1/2050,,
638,2B,Suwannee River,FL,FRCC,oil,369.5,14698.13901,14680.42367,18760.11905,25.139237,0,0.005270509,0.000838293,1160.67,17059.689,184.6085631,2713.402323,0,0,1.7306555,0.202894144,1.700636,0.200485961,16965.138,0.0300195,0.63499064,0,0,0.274324719,0.202199812,0.270926668,0.200485961,2702.69964,0.003398052,0.63499064,17,-83.1806,30.3764,N,1/1/2050,,
638,3A,Suwannee River,FL,FRCC,oil,369.5,14126.87137,14213.52618,13869.72962,26.15582674,0,0.062939257,0.009438355,14420.96,203723.047,2162.563598,30550.25778,0,0,21.408083,0.210168494,16.0803135,0.209776785,153308.799,5.3277695,0.211359674,0,0,3.210239401,0.210161199,2.426168167,0.209776785,23130.95002,0.784071234,0.211359674,5,-83.1806,30.3764,N,1/1/2050,,
638,3B,Suwannee River,FL,FRCC,oil,369.5,13187.86769,13243.01594,13012.6279,28.01817614,0,0.053482772,0.008041118,13126.77,173114.106,1973.605807,26027.65226,0,0,16.9686355,0.196039894,12.5074475,0.189182566,132226.217,4.461188,0.218215619,0,0,2.5489059,0.195861377,1.895629056,0.189182566,20040.20875,0.653276845,0.218215619,9,-83.1806,30.3764,N,1/1/2050,,
638,G12005,Suwannee River,FL,FRCC,boiler gas,1773.966159,11826.44106,,,150,2,,0.303016419,,,398163.574,4708858.04,0,-999.9,0,-999.9,0,-999.9,,0,-999.9,1.412536434,0.000599949,179.7664372,0.076352456,115.9070115,0.076352456,3036104.356,63.85942571,0.076352456,6,-83.1806,30.3764,Y,,,
638,G12014,Suwannee River,FL,FRCC,boiler gas,1773.966159,11826.44106,,,150,1,,0.302764561,,,397832.6325,4704944.18,0,-999.9,0,-999.9,0,-999.9,,0,-999.9,1.411362376,0.000599949,179.6170208,0.076352456,115.7575951,0.076352456,3032190.496,63.85942571,0.076352456,15,-83.1806,30.3764,Y,,,
641,4,Crist Electric Generating Plant,FL,SRSE,coal,1097,11739.19637,11912.42936,10349.30894,93.44762331,0,0.091714686,0.053440614,75077.75,881352.45,43746.54998,513549.3405,26.4609755,0.060046297,67.198411,0.152489304,59.999104,0.150895394,795241.025,7.199307,0.167209101,15.41836812,0.060046297,39.25213418,0.152866068,34.06563708,0.150895394,451513.2784,5.186497106,0.167209101,31,-87.2289,30.5661,N,12/31/2024,,
641,5,Crist Electric Generating Plant,FL,SRSE,coal,1097,10852.72851,10844.37874,10905.63665,101.0805715,0,0.089114113,0.051907479,78907.5,856361.675,45962.29753,498816.3368,25.5942625,0.059774423,67.163569,0.156857951,58.45951,0.158198326,739066.1,8.704059,0.148412402,14.90822936,0.059774423,39.09457721,0.156749386,33.61395916,0.158198326,424959.732,5.480618055,0.148412402,32,-87.2289,30.5661,N,12/31/2026,,
641,6,Crist Electric Generating Plant,FL,SRSE,coal,3705,10534.53213,10514.49518,10567.36388,351.7004792,0,0.317818643,0.191030573,979166.25,10315058.33,588545.367,6200050.081,261.5527015,0.050712792,526.6397965,0.102110871,360.1498895,0.11266086,6393522.8,166.489907,0.084910569,157.2109238,0.050712792,315.656403,0.101823824,214.0935736,0.112449433,3807819.519,101.5628295,0.084910569,23,-87.2289,30.5661,N,12/31/2035,,
641,7,Crist Electric Generating Plant,FL,SRSE,coal,6406,10781.04628,11078.10204,10301.86995,594.190938,0,0.366869008,0.220936,1909594.5,20587426.68,1149996.762,12398168.31,522.2898155,0.050738718,1025.060792,0.099581245,693.7857725,0.106253956,13059010.7,331.275019,0.088006566,314.5335812,0.050738718,614.207358,0.099080339,399.8162533,0.106138362,7533868.889,214.3911047,0.088148811,21,-87.2289,30.5661,N,12/31/2038,,
643,1,Lansing Smith Generating Plant,FL,SRSE,coal,1945,10266.63211,,10266.63211,189.4486897,0,0.037632025,0,62453,641181.975,0,0,449.51365,1.402140633,129.018375,0.402439183,0,-999.9,,129.018375,0.402439183,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-85.7003,30.2689,N,1/1/2017,,
643,2,Lansing Smith Generating Plant,FL,SRSE,coal,2246,11000,,,204.1818182,0,,0,,,0,0,0,-999.9,0,-999.9,0,-999.9,,0,-999.9,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-85.7003,30.2689,N,1/1/2017,,
643,4,Lansing Smith Generating Plant,FL,SRSE,combined cycle gas,2230,7026.739623,7108.234668,6968.605864,317.3591338,637,0.633455782,0.686081766,1761048.89,12374432.01,1907352.6,13402470.09,0.657124,0.000106207,205.1371475,0.033155,85.0354895,0.032631997,5211785.807,120.101658,0.033535555,0.711716283,0.000106207,222.2026681,0.033158465,91.26146856,0.032631997,5593373.183,130.9411995,0.033535555,28,-85.7003,30.2689,N,12/31/2042,,
643,5,Lansing Smith Generating Plant,FL,SRSE,combined cycle gas,2230,7026.867374,7141.518153,6944.51221,317.3533641,913,0.638077712,0.689488553,1773865.91,12464720.49,1916788.842,13469020.98,0.662593,0.000106315,202.4978915,0.032491365,82.311091,0.031086048,5295693.448,120.1868005,0.033529459,0.715979073,0.000106315,218.8684467,0.032499533,88.24317701,0.031086048,5677349.293,130.6252696,0.033529459,26,-85.7003,30.2689,N,12/31/2042,,
643,AA,Lansing Smith Generating Plant,FL,SRSE,oil,271,19634.23723,21247.70628,18619.77967,13.80242058,15,0.001345059,0.002245045,162.63,3193.116,271.4466344,5329.647614,0,0,1.424264,0.892084096,0.2869315,0.430204411,1333.931,1.1373325,1.223474264,0,0,2.451610693,0.919989789,0.438590164,0.430204411,2038.984969,2.013020529,1.223474264,5,-85.7003,30.2689,N,12/31/2027,,
643,AB,Lansing Smith Generating Plant,FL,SRSE,oil,271,15000,23679.74398,19124.34585,18.06666667,12,0.00151206,0.002202988,171.88,3589.571,348.6536487,5229.804731,0,0,0.978204,0.545025575,0.38627,0.491332954,1572.335,0.591934,0.5868763,0,0,1.437113234,0.54958581,0.501451594,0.491332954,2041.188527,0.93566164,0.5868763,4,-85.7003,30.2689,N,12/31/2027,,
645,BB01,Big Bend,FL,FRCC,coal,4105.6,9743.358525,10034.4168,9420.544984,421.3742099,0,0.592581799,0.213134253,2187360.5,21312237.58,786729.2689,7665385.329,1803.999983,0.169292405,930.1818595,0.087290868,520.4476065,0.090182124,11542145.63,409.734253,0.083875209,648.8457606,0.169292405,334.5696842,0.087293638,187.5045122,0.090136488,4160457.447,147.065172,0.083919086,8,-82.4036,27.7944,N,1/1/2023,,
645,BB02,Big Bend,FL,FRCC,coal,4140.7,9776.643783,9999.417536,9576.765092,423.5298014,0,0.434844369,0.157173321,1613325.25,15772906.28,583132.0491,5701074.322,1424.201543,0.180588348,688.325079,0.087279423,347.8710315,0.091194472,7629213.1,340.4540475,0.083611708,514.7737966,0.180588348,249.080498,0.087380197,127.9744618,0.091194472,2806627.605,121.1060362,0.083681648,12,-82.4036,27.7944,N,6/30/2021,,
645,BB03,Big Bend,FL,FRCC,coal,4356.1,10879.1191,10883.95619,10874.64073,400.4092574,0,0.474706088,0.171163074,1665072,18114516.6,600369.0458,6531486.353,1089.02005,0.120237274,813.65255,0.08983431,425.483,0.097673458,8712356.6,388.16955,0.082570292,392.6640579,0.120237274,293.8136746,0.089968396,156.4941371,0.09750552,3209954.415,137.3195375,0.08268446,10,-82.4036,27.7944,N,1/1/2050,,
645,BB04,Big Bend,FL,FRCC,coal,5365.6,11474.80342,11725.24548,11225.13757,467.5984243,0,0.607353208,0.216000157,2487817.25,28547213.9,884771.6771,10152581.07,1896.062038,0.132836924,1045.742213,0.073264047,552.49265,0.075878835,14562496.93,493.2495625,0.070541229,674.3188186,0.132836924,372.0807007,0.073297755,197.5205036,0.075878835,5206208.13,174.5601971,0.07058109,7,-82.4036,27.7944,N,1/1/2050,,
645,CT4A,Big Bend,FL,FRCC,simple cycle gas,572,9353.710649,9211.615781,9792.229209,61.15220167,0,0.019093762,0.009622391,10228.4,95673.494,5154.650162,48215.10611,0.0287155,0.000600281,4.0971075,0.085647703,3.0335015,0.085256949,71161.39,1.063606,0.086782106,0.014471311,0.000600281,2.068271311,0.085793498,1.332270256,0.085256949,31253.05962,0.736001056,0.086782106,46,-82.4036,27.7944,N,1/1/2050,,
645,CT4B,Big Bend,FL,FRCC,simple cycle gas,572,9742.872101,9680.520988,9936.007408,58.70958728,0,0.019962357,0.010111843,10266.56,100025.781,5200.480082,50667.6123,0.0300165,0.000600175,4.25069,0.084991888,3.180055,0.084653924,75130.717,1.070635,0.086011829,0.015204724,0.000600175,2.156728799,0.085132443,1.388858293,0.084653924,32812.61467,0.767870506,0.086011829,45,-82.4036,27.7944,N,1/1/2050,,
663,B1,Deerhaven,FL,FRCC,boiler gas,960,11623.38873,11696.18492,11530.35607,82.59209275,43,0.279424836,0.127128693,202165.75,2349851.1,91978.46544,1069101.459,2.727896,0.002321761,161.3663375,0.137341755,90.6515125,0.136671475,1326560.825,70.714825,0.138210685,1.24109889,0.002321761,73.60477883,0.137694656,24.84858012,0.136693844,363565.4606,48.75619871,0.138210379,22,-82.3883,29.7586,N,8/1/2022,,
663,B2,Deerhaven,FL,FRCC,coal,2428,9859.358093,10366.99103,9089.654858,246.2634968,0,0.313330994,0.112617504,675939,6664324.65,242946.1637,2395293.225,349.4803125,0.104880939,737.573725,0.221349878,330.010625,0.156307418,4222584.3,407.5631,0.333830008,167.6705257,0.14,267.104053,0.223024096,118.568226,0.157523441,1505404.219,148.5358269,0.333830008,14,-82.3883,29.7586,N,1/1/2031,,
663,CT3,Deerhaven,FL,FRCC,simple cycle gas,1100,13146.39677,12837.83988,13607.12303,83.67311739,0,0.008273116,0.004158458,6064,79719.75,3048.052094,40070.90219,0.0239205,0.000600115,1.1785,0.029566074,0.6359,0.027277899,46623.825,0.5426,0.032789535,0.01202357,0.000600115,0.604142057,0.030153654,0.236548318,0.027277899,17343.58766,0.367593739,0.03234819,63,-82.3883,29.7586,N,1/1/2046,,
663,G12007,Deerhaven,FL,FRCC,boiler gas,1773.966159,11826.44106,,,150,2,,0.302930519,,,398050.7018,4707523.163,0,-999.9,0,-999.9,0,-999.9,,0,-999.9,1.412136005,0.000599949,179.7154767,0.076352456,115.856051,0.076352456,3034769.479,63.85942571,0.076352456,8,-82.3883,29.7586,Y,,,
663,G12016,Deerhaven,FL,FRCC,boiler gas,1773.966159,11826.44106,,,150,1,,0.302685462,,,397728.6973,4703714.995,0,-999.9,0,-999.9,0,-999.9,,0,-999.9,1.410993653,0.000599949,179.5700952,0.076352456,115.7106695,0.076352456,3030961.311,63.85942571,0.076352456,17,-82.3883,29.7586,Y,,,
664,CC1,J R Kelly,FL,FRCC,combined cycle gas,1121,8207.771225,8107.874223,8267.528756,136.5778808,986,0.66596284,0.753645243,796772.75,6539728.45,901677.9261,7400766.136,1.9621275,0.000600064,83.7912125,0.025625288,31.8778625,0.02636734,2417980.925,51.91335,0.025189971,2.220466319,0.000600064,94.87143248,0.025638273,36.85448173,0.02636734,2795464.528,58.01695074,0.025195723,27,-82.3219,29.6467,N,1/1/2050,,
666,7,J D Kennedy,FL,FRCC,simple cycle gas,1822,10216.90655,10181.40644,10291.35005,178.331865,0,0.00977468,0.003849597,15269.88,156010.937,6013.791247,61442.34319,0.046804,0.000600009,3.019771,0.038712299,2.0977925,0.039855875,105268.921,0.9219785,0.036339845,0.018432986,0.000600009,1.196068985,0.038933052,0.903056159,0.039855875,45316.087,0.293012826,0.036339845,61,-81.6236,30.3644,N,1/1/2050,,
666,CT8,J D Kennedy,FL,FRCC,simple cycle gas,1804,9932.359855,9871.474684,9991.502679,181.6285381,1,0.015458818,0.009569148,24596,244296.323,15225.14553,151221.6243,0.0732915,0.000600021,5.904108,0.048335627,2.918161,0.04878353,119637.14,2.985947,0.047905769,0.045368099,0.000600021,3.650618194,0.048281695,1.579733185,0.04878353,64765.0216,2.070885009,0.047905769,51,-81.6236,30.3644,N,1/1/2050,,
