ORIS,Unit ID,Facility,State,ERTAC Region,Fuel/Unit Type Bin, Maximum hourly heat input (mmbtu) , ERTAC heat rate (btu/kw-hr) , OS heat rate (btu/kw-hr) , Non-OS heat rate (btu/kw-hr) , Generation capacity (MW) , num of hours in FY where unit operated at max hourly , BY Utilization fraction , FY Utilization fraction , Base year generation (MW-hrs) , Base year heat input (mmbtu) , Future year generation (MW-hrs) , Future year heat input (mmbtu) , BY Annual SO2 (tons) , BY Average Annual SO2 Rate (lbs/mmbtu) , BY Annual NOx (tons) , BY Average Annual NOx Rate (lbs/mmbtu) , BY OS NOx (tons) , BY Average OS NOx Rate (lbs/mmbtu) , BY OS heat input (mmbtu) , BY NonOS NOx (tons) , BY Average NonOS NOx Rate (lbs/mmbtu) , FY Annual SO2 (tons) , FY Average Annual SO2 Rate (lbs/mmbtu) , FY Annual NOx (tons) , FY Average Annual NOx Rate (lbs/mmbtu) , FY OS NOx (tons) , FY Average OS NOx Rate (lbs/mmbtu) , FY OS heat input (mmbtu) , FY NonOS NOx (tons) , FY Average NonOS NOx Rate (lbs/mmbtu) ,Hierarchy Order,Longitude,Latitude,Generation Deficit Unit?, Retirement Date, New Unit?, Gasified?
108,SGU1,Holcomb,KS,SPPR,coal,3783,10250.25584,10027.52129,10456.90468,369.0639589,1600,0.543035848,0.560405395,1755635.05,17995708.42,1811790.798,18571319.2,1244.077103,0.138263754,1669.011325,0.185489927,792.099469,0.186979565,8472577.933,876.911856,0.18416462,1283.870156,0.138263754,1722.573455,0.185509003,829.7199231,0.186960371,8875890.842,892.8535314,0.184180316,21,-100.9725,37.9308,N,1/1/2050,,
113,1,Cholla,AZ,AZNM,coal,1477,12801.55769,13085.00625,12440.92466,115.3765843,0,0.142752221,0.117139238,144279.51,1847002.471,118392.4961,1515608.37,90.591778,0.098096001,166.0299055,0.17978309,91.24935,0.172646017,1057068.697,74.7805555,0.189333734,74.33755997,0.098096001,136.3380356,0.179911959,73.86681089,0.172646017,855702.463,62.47122468,0.189333734,20,-110.3033,34.9394,N,1/1/2050,,
113,3,Cholla,AZ,AZNM,coal,5940,11228.21175,11325.7155,11173.52364,529.0245797,0,0.14238301,0.11646702,659839.22,7408814.481,539737.9072,6060291.51,341.576028,0.092208012,673.8236455,0.181897832,244.7041125,0.182249356,2685376.978,429.119533,0.181697983,279.4037167,0.092208012,551.1793636,0.181898631,199.0120303,0.182249356,2183953.179,352.1673334,0.18170103,21,-110.3033,34.9394,N,1/1/2050,,
113,4,Cholla,AZ,AZNM,coal,6858,10464.34905,10146.91905,10815.49164,655.3680468,0,0.334691053,0.274542959,1921469.4,20106926.5,1576157.742,16493464.78,901.930555,0.089713418,1895.971869,0.188588929,937.575739,0.183119146,10240062.39,958.39613,0.194265598,739.8425535,0.089713418,1553.430002,0.188369154,795.8092985,0.18315612,8689955.861,757.6207039,0.194174367,16,-110.3033,34.9394,N,1/1/2050,,
116,1,Ocotillo Power Plant,AZ,AZNM,boiler gas,1240,11627.33961,11656.77145,11584.73048,106.6452036,14,0.079191052,0.082697832,73981.23,860204.886,77257.30555,898296.929,0.258107,0.000600106,58.1739005,0.135255917,33.148617,0.129978783,510061.968,25.0252835,0.142943251,0.269536629,0.000600106,60.75751958,0.135272687,35.31555733,0.13023785,542324.0225,25.44196225,0.142943251,15,-111.9122,33.4225,N,1/1/2050,,
116,2,Ocotillo Power Plant,AZ,AZNM,boiler gas,1240,12305.24198,12327.31386,12275.70982,100.7700622,30,0.075425863,0.078578258,66581.86,819305.899,69364.62329,853548.4747,0.2458265,0.000600085,50.9542735,0.124384003,30.1593955,0.128415274,469716.639,20.794878,0.118967488,0.256100724,0.000600085,53.08144436,0.124378277,31.42186592,0.128403857,489422.4626,21.65957844,0.118967488,16,-111.9122,33.4225,N,1/1/2050,,
117,CC4,APS West Phoenix Power Plant,AZ,AZNM,combined cycle gas,1190,8334.072761,8279.870694,8443.624409,142.7873303,9,0.157198341,0.208554445,196626.36,1638698.391,260863.448,2174054.956,0.491659,0.00060006,21.6877395,0.026469471,14.0014155,0.025710404,1089163.419,7.686324,0.027973921,0.652282135,0.00060006,28.71828917,0.026419101,19.19754019,0.025710404,1493367.475,9.520748976,0.027973921,62,-112.1583,33.4417,N,1/1/2050,,
117,CC5A,APS West Phoenix Power Plant,AZ,AZNM,combined cycle gas,2073.5,7824.567201,7758.215247,7895.613731,264.9986826,575,0.447368645,0.567363628,1038516.41,8125941.439,1317071.378,10305513.5,2.437913,0.000600032,69.8479845,0.017191358,34.6618475,0.016639704,4166161.665,35.186137,0.017771765,3.091819641,0.000600032,88.54103805,0.017183237,44.61588732,0.016648012,5359905.741,43.92515073,0.017763297,30,-112.1583,33.4417,N,1/1/2050,,
117,CC5B,APS West Phoenix Power Plant,AZ,AZNM,combined cycle gas,2073.5,7850.97516,7757.040293,7941.223387,264.1073189,667,0.44337748,0.558314844,1025789.32,8053446.471,1291706.121,10141152.67,2.416174,0.000600035,67.999874,0.016887149,31.657958,0.016239392,3898909.294,36.341916,0.017495049,3.042522166,0.000600035,85.56369828,0.016874551,40.73443835,0.016249384,5013659.388,44.82925993,0.017485839,31,-112.1583,33.4417,N,1/1/2050,,
118,CT3,APS Saguaro Power Plant,AZ,AZNM,simple cycle gas,950,14573.36651,14509.3345,14699.97934,65.1874088,39,0.021956645,0.022229001,12538.16,182723.201,12693.68628,184989.7425,0.0708415,0.000775397,4.0189695,0.043989701,2.289135,0.037893736,120818.648,1.7298345,0.055887149,0.071720235,0.000775397,4.064867481,0.04394695,2.325857552,0.037893736,122756.8339,1.739009929,0.055887149,62,-111.3,32.5517,N,1/1/2050,,
120,1,Yucca Power Plant,AZ,AZNM,boiler gas,825,11373.50087,11487.94262,11176.66611,72.53703232,291,0.347490667,0.361881168,220804.05,2511315.054,229948.125,2615315.199,0.753527,0.000600106,153.157401,0.121973864,95.813713,0.11946837,1604001.346,57.343688,0.126403222,0.78473253,0.000600106,159.5671703,0.122025193,98.62871144,0.119468595,1651123.655,60.93845886,0.126403222,5,-114.7097,32.7214,N,1/1/2050,,
120,CT5,Yucca Power Plant,AZ,AZNM,simple cycle gas,521,11648.15343,11878.44698,11522.32831,44.72811961,477,0.196242224,0.192531639,76891.3,895641.66,75437.42485,878706.6992,0.2687505,0.00060013,5.191348,0.011592467,1.774275,0.01099617,322707.827,3.417073,0.011928334,0.263668915,0.00060013,5.096724096,0.011600513,1.703971787,0.011003686,309709.2745,3.392752309,0.01192537,5,-114.7097,32.7214,N,1/1/2050,,
120,CT6,Yucca Power Plant,AZ,AZNM,simple cycle gas,521,11599.95847,11741.68414,11515.68127,44.91395391,505,0.19197121,0.187659584,75530.35,876148.923,73833.95686,856470.833,0.2629,0.000600126,4.880554,0.011140923,1.7318805,0.010473695,330710.522,3.1486735,0.011545478,0.25699533,0.000600126,4.775141876,0.01115074,1.634736164,0.010473695,312160.3656,3.140405713,0.011539024,6,-114.7097,32.7214,N,1/1/2050,,
124,GT1,De Moss Petrie Generating Station,AZ,AZNM,simple cycle gas,1140,14697.07248,13887.20166,15059.34323,77.56646784,1,0.00852505,0.008681173,5792.62,85134.556,5898.702974,86693.66515,0.148991,0.00350013,1.588555,0.037318689,0.390774,0.031434943,24862.396,1.197781,0.039745747,0.151719542,0.00350013,1.610540634,0.037154748,0.42480951,0.031434943,27027.85311,1.185731124,0.039745747,73,-110.9889,32.2511,N,1/1/2050,,
126,1,Irvington Generating Station,AZ,AZNM,boiler gas,850,11575.01196,11456.6533,17436.20269,73.4340494,12,0.046666668,0.048705955,30019.84,347480.007,31331.6777,362664.544,0.608126,0.003500207,29.267863,0.168457824,28.610853,0.169737289,337119.241,0.65701,0.12682653,0.634700512,0.003500207,30.62484108,0.16888798,30.16965933,0.169737289,355486.523,0.455181746,0.12682653,18,-110.9047,32.16,N,1/1/2050,,
126,2,Irvington Generating Station,AZ,AZNM,boiler gas,820,11076.15261,11281.54743,10811.06651,74.0329272,28,0.090596104,0.094527941,58754.15,650769.932,61304.05824,679013.1048,1.1389035,0.003500172,45.740094,0.140572241,26.0885735,0.139710216,373466.941,19.6515205,0.141733203,1.188331488,0.003500172,47.73263875,0.140594161,26.7068738,0.139710216,382318.1233,21.02576496,0.141733203,14,-110.9047,32.16,N,1/1/2050,,
126,3,Irvington Generating Station,AZ,AZNM,boiler gas,1210,10499.22763,10376.08304,10644.02791,115.2465726,0,0.190858309,0.199446644,192682.91,2023021.733,201353.3497,2114054.653,3.5404965,0.003500206,184.8208095,0.182717572,92.635934,0.17147819,1080439.841,92.1848755,0.195600778,3.69981349,0.003500206,192.9746271,0.182563518,97.96197402,0.17147819,1142558.995,95.01265307,0.195600778,9,-110.9047,32.16,N,1/1/2050,,
126,4,Irvington Generating Station,AZ,AZNM,boiler gas,1702,10726.28143,10653.79512,10809.5479,158.67568,20,0.398913681,0.417246821,554489.6,5947611.499,579972.6455,6220949.817,16.357167,0.005500415,512.4975815,0.172337276,284.2565435,0.180014868,3158145.184,228.241038,0.16364495,12.44189963,0.004,562.9959584,0.181,301.9392176,0.181,3336344.946,261.0567408,0.181,2,-110.9047,32.16,N,1/1/2050,,
127,1,Oklaunion Power Station,TX,ERCT,coal,7532.2,10588.98408,10622.8561,10531.66931,711.3241402,7,0.432371484,0.381470195,2694192.96,28528766.37,2377016.875,25170193.86,1529.777578,0.107244566,4434.735538,0.31089571,2790.903755,0.310291725,17988902.27,1643.831783,0.311926561,1349.683253,0.107244566,3912.70902,0.310900189,2430.490204,0.310291725,15665839.67,1482.218816,0.31190311,19,-99.1753,34.0825,N,1/1/2050,,
130,1,Cross,SC,SRVC,coal,6150.3,10172.68547,10201.76151,10070.0278,604.589616,0,0.387692032,0.164799719,2053296.49,20887539.36,872813.0997,8878853.133,1127.04803,0.107915826,732.09042,0.070098292,564.1167635,0.069115858,16323801.15,167.9736565,0.07361231,479.0843842,0.107915826,311.2983149,0.070121289,240.004045,0.069147766,6941772.917,71.29426989,0.073610034,21,-80.1119,33.3692,N,1/1/2050,,
130,2,Cross,SC,SRVC,coal,5397.2,10251.55393,10140.4892,10281.43931,526.4762823,0,0.057112251,0,263397.83,2700237.059,0,0,222.7461505,0.164982663,114.2868415,0.084649487,27.5187145,0.097183762,566323.303,86.768127,0.081322993,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-80.1119,33.3692,N,3/1/2017,,
130,3,Cross,SC,SRVC,coal,6390.2,10104.0077,10208.80664,10031.8707,632.4421149,0,0.709573219,0.304755169,3931172.53,39720597.52,1688402.429,17059631.15,1367.83241,0.068872701,1337.214571,0.06733104,555.8024255,0.06793778,16362101.55,781.4121455,0.066906033,587.4714339,0.068872701,574.2375026,0.06732121,231.4683239,0.06793778,6814126.833,342.7691788,0.066911138,2,-80.1119,33.3692,N,1/1/2050,,
130,4,Cross,SC,SRVC,coal,6801.3,10367.8498,10431.87119,10319.32637,655.9990868,0,0.802551071,0.344456449,4611901.46,47815501.62,1979436.898,20522504.45,1885.829466,0.078879418,1615.746471,0.067582538,720.2500895,0.069445662,20742838.88,895.496382,0.066155028,809.4016018,0.078879418,693.177069,0.067552873,302.8936665,0.069421869,8726174.318,390.2834025,0.066170309,1,-80.1119,33.3692,N,1/1/2050,,
136,1,Seminole (136),FL,FRCC,coal,7172,9177.062119,9633.134558,8835.758817,781.5137249,0,0.633765242,0.225991811,4338795.02,39817391.42,1547153.549,14198324.23,3164.700565,0.158960718,1269.060842,0.063744047,576.497853,0.064448596,17890160.24,692.562989,0.063169215,1135.865938,0.16,452.488373,0.063738279,203.6394492,0.064439982,6320282.6,248.8489238,0.063175326,4,-81.6339,29.7333,N,1/30/2023,,
136,2,Seminole (136),FL,FRCC,coal,7172,9223.424295,9176.955356,9269.006152,777.5853925,0,0.557554671,0.197044356,3797866.18,35029331.19,1342196.8,12379650.58,2679.472385,0.152984501,1102.767809,0.062962539,546.143358,0.063289826,17258488.2,556.624451,0.062644687,990.3720461,0.16,389.8351621,0.062979994,203.6540958,0.063285553,6436037.444,186.1810663,0.06264912,9,-81.6339,29.7333,N,1/1/2050,,
141,1,Agua Fria Generating Station,AZ,AZNM,boiler gas,1370,11036.89267,10924.43419,15480.07866,124.1291404,0,0.023869759,0.024966096,25955.29,286465.75,27147.41591,299623.1157,0.085953,0.000600093,37.4018335,0.26112604,36.355376,0.262923333,276547.354,1.0464575,0.211013454,0.089900819,0.000600093,39.19717311,0.261643185,38.41758415,0.262923333,292234.1181,0.779588952,0.211013454,20,-112.2161,33.5542,N,1/1/2050,,
141,2,Agua Fria Generating Station,AZ,AZNM,boiler gas,1370,10790.08088,10788.63032,10797.45572,126.9684644,0,0.029512596,0.030861422,32825.2,354186.563,34325.42402,370374.1015,0.106271,0.000600085,44.4153495,0.250802002,36.198993,0.244644242,295931.698,8.2163565,0.282083102,0.111127949,0.000600085,46.44361734,0.250793007,37.69223709,0.244644242,308139.1718,8.751380244,0.281236929,19,-112.2161,33.5542,N,1/1/2050,,
141,3,Agua Fria Generating Station,AZ,AZNM,boiler gas,2350,10477.86069,10462.6945,10549.8124,224.2824246,0,0.023532503,0.024611164,46234.64,484440.117,48353.89957,506645.4236,0.1453475,0.000600064,125.4742875,0.518017741,100.13342,0.501261431,399525.732,25.3408675,0.596856881,0.152009801,0.000600064,131.1928898,0.517888384,104.8950675,0.501261431,418524.3912,26.29782228,0.596856881,21,-112.2161,33.5542,N,1/1/2050,,
147,K-7,Kyrene Generating Station,AZ,AZNM,combined cycle gas,1822,7147.692337,7138.422968,7160.0943,254.9074462,3589,0.550798582,0.671864028,1229927.3,8791141.937,1500265.138,10723433.63,2.63748,0.000600031,42.679629,0.009709689,21.0624475,0.00838402,5024426.976,21.6171815,0.011478002,3.217197712,0.000600031,52.3144541,0.009757034,25.12147353,0.008405525,5977371.906,27.19298057,0.011459177,16,-111.9364,33.3544,N,1/1/2050,,
160,1,Apache Station,AZ,AZNM,boiler gas,919,11761.91425,11783.82629,11467.03598,78.1335402,120,0.123958409,0.12891854,84843.31,997919.737,88238.27049,1037850.971,0.29945,0.000600148,140.4142505,0.281413916,137.022952,0.29447505,930625.207,3.3912985,0.100789722,0.311432334,0.000600148,145.9673594,0.281287706,142.4062784,0.29447505,967187.3975,3.561080988,0.100789722,12,-109.8931,32.0619,N,1/1/2050,,
160,2,Apache Station,AZ,AZNM,coal,2006.5,10307.65822,10440.71529,10183.16963,194.6610916,0,0.597352378,0.489331221,1018623.89,10499626.91,834422.8466,8600945.51,400.2732125,0.076245226,1950.243517,0.371488156,999.757119,0.388960141,5140666.173,950.486398,0.354727883,327.8905165,0.076245226,1597.198326,0.371400638,812.9495297,0.388850933,4181291.397,784.2487964,0.354891481,6,-109.8931,32.0619,N,1/1/2050,,
160,3,Apache Station,AZ,AZNM,coal,2034,10334.9746,10401.75696,10275.24257,196.8074503,0,0.694884701,0.568906912,1198004.34,12381344.42,980814.441,10136692.33,555.7288855,0.089768747,2796.331005,0.451700705,1357.737372,0.461544254,5883454.774,1438.593634,0.442787955,454.9790831,0.089768747,2289.410879,0.451707678,1109.983631,0.4614644,4810701.028,1179.427248,0.442894921,3,-109.8931,32.0619,N,1/1/2050,,
160,4,Apache Station,AZ,AZNM,simple cycle gas,413.1000061,11086.9231,10972.10959,11351.81705,37.26011287,397,0.108931905,0.105073399,35555.22,394197.99,34295.80911,380234.9983,0.1182895,0.000600153,4.8896895,0.024808292,3.019954,0.022192893,272155.059,1.8697355,0.030640619,0.114099536,0.000600153,4.705836212,0.024752252,2.940973146,0.022192893,265037.3881,1.764863066,0.030640619,10,-109.8931,32.0619,N,1/1/2050,,
165,1,Grand River Dam Authority,OK,SPPR,coal,5861,11791.92615,11420.30622,12115.60033,497.0349987,0,0.417447538,0,1817577.68,21432741.78,0,0,8357.638089,0.779894441,1708.320294,0.159412203,797.7055835,0.165105824,9662961.147,910.61471,0.154737754,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-95.2889,36.1906,N,1/1/2017,,
165,2,Grand River Dam Authority,OK,SPPR,coal,6463,12025.27976,11777.40271,12166.00888,537.4511139,31,0.148837164,0.154010176,700736.05,8426547.036,725090.9601,8719421.643,629.626253,0.149438732,588.829169,0.139755743,218.248832,0.146050698,2988672.224,370.580337,0.136296016,651.509658,0.149438732,609.0269485,0.139694345,221.8266052,0.146050698,3037665.803,387.2003433,0.136296016,41,-95.2889,36.1906,N,1/1/2050,,
165,3,Grand River Dam Authority,OK,SPPR,combined cycle gas,3627,9700,,,373.9175258,0,,0.602925451,,,1974892.882,19156460.95,0,-999.9,0,-999.9,0,-999.9,,0,-999.9,5.747164407,0.000600024,102.2923749,0.010679674,49.44766784,0.010679674,9260145.921,52.84470706,0.010679674,4,-95.2889,36.1906,N,1/1/2050,Y,
170,4,Lake Catherine,AR,SRDA,boiler gas,7606,10623.17446,10515.38242,10836.46815,715.9818404,0,0.057209604,0.061786372,358818.69,3811793.543,387524.1852,4116737.026,1.1436035,0.000600034,528.934397,0.277525208,369.483277,0.294827266,2506438.983,159.45112,0.244303157,1.23509178,0.000600034,571.9501377,0.277865763,407.3494331,0.294197411,2769225.135,164.6007046,0.244303157,23,-92.9046,34.4341,N,1/1/2050,,
201,2,Thomas Fitzhugh,AR,SPPR,combined cycle gas,1750,8843.920615,8821.822044,8868.889298,197.8760412,0,0.150244769,0.156739528,260433.4,2303252.315,271691.3756,2402816.958,0.6913245,0.000600303,99.31553,0.086239384,44.389714,0.072841787,1218798.056,54.925816,0.101296695,0.721208971,0.000600303,103.6040197,0.086235466,46.32063529,0.072841787,1271814.913,57.28338443,0.101296695,42,-93.8053,35.4617,N,1/1/2050,,
202,01,Carl Bailey,AR,SRDA,boiler gas,1436,16378.71278,16267.4327,16692.65429,87.67477757,0,0.014984056,0.01618278,11508.22,188489.83,12428.8776,203569.0164,0.059515,0.000631493,16.974315,0.18010855,12.026325,0.174021264,138216.73,4.94799,0.196844436,0.0642762,0.000631493,18.32060744,0.179994066,13.07728052,0.174021264,150295.2025,5.243326921,0.196844436,30,-91.3631,35.2597,N,1/1/2050,,
203,01,McClellan,AR,SRDA,boiler gas,1436,14878.65829,15021.34149,14151.09745,96.51407892,0,0.061537078,0.066460044,52027.343,774097.058,56189.53044,836024.8226,2.498528,0.006455335,95.0703115,0.245628918,77.420447,0.23698292,653384.192,17.6498645,0.29242723,2.69841024,0.006455335,102.8617526,0.246073441,82.81985775,0.23698292,698952.1235,20.04189484,0.29242723,21,-92.7917,33.5648,N,1/1/2050,,
207,1,St. Johns River Power,FL,FRCC,coal,6327.4,9950.205696,9946.980925,9955.089691,635.9064519,0,0.455771929,0,2538896,25262537.44,0,0,1387.349617,0.109834542,5084.754442,0.402552947,2992.410606,0.39345454,15210959.84,2092.343837,0.416321481,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-81.5508,30.4311,N,1/1/2018,,
207,2,St. Johns River Power,FL,FRCC,coal,6578.3,10534.85582,10516.03276,10551.84647,624.4318965,0,0.509474339,0,2786836.56,29358921.36,0,0,1451.473868,0.098877874,5173.917861,0.35245967,2393.92711,0.344363358,13903494.98,2779.990751,0.359743003,0,-999.9,0,-999.9,0,-999.9,0,0,-999.9,,-81.5508,30.4311,N,1/1/2018,,
260,6-1,Moss Landing,CA,CAMX,boiler gas,7048,10395.31915,10312.69745,10845.04008,677.9974618,7,0.012956156,0.012828456,76949.95,799919.289,76191.50722,792035.0342,0.2399885,0.000600032,2.8978665,0.007245397,2.446979,0.007300083,670397.626,0.4508875,0.006962349,0.237623098,0.000600032,2.870127916,0.007247477,2.440664888,0.007300083,668667.7519,0.429463027,0.006962349,32,-121.7775,36.8042,N,1/1/2050,,
260,7-1,Moss Landing,CA,CAMX,boiler gas,7048,9600.759955,9565.610861,9935.009305,734.1085532,4,0.018142414,0.018029007,116670.07,1120121.336,115940.7715,1113119.517,0.336045,0.000600015,4.1484595,0.007407161,3.777699,0.007481862,1009828.625,0.3707605,0.006723209,0.3339444,0.000600015,4.123928831,0.007409678,3.767902833,0.007481862,1007209.981,0.356025998,0.006723209,28,-121.7775,36.8042,N,1/1/2050,,
260,1A,Moss Landing,CA,CAMX,combined cycle gas,2057,7350.904677,7336.508586,7357.798651,279.8295027,0,0.262080403,0.148241395,642439.38,4722510.643,363385.0872,2671209.137,1.41683,0.000600033,21.803745,0.009233963,7.8613285,0.010301766,1526209.846,13.9424165,0.008724095,0.801406186,0.000600033,12.33349673,0.009234392,4.450371477,0.010301766,864001.6463,7.883125254,0.008724095,68,-121.7775,36.8042,N,1/1/2050,,
260,2A,Moss Landing,CA,CAMX,combined cycle gas,2057,7384.970719,7374.418367,7392.774939,278.5386806,0,0.225329103,0.127776463,549802.75,4060277.21,311774.4213,2302444.972,1.218151,0.000600033,20.354958,0.010026388,8.499235,0.00986137,1723743.303,11.855723,0.010148128,0.69077196,0.000600033,11.54390371,0.010027518,4.774920318,0.00986137,968409.1475,6.768983393,0.010148128,73,-121.7775,36.8042,N,1/1/2050,,
260,3A,Moss Landing,CA,CAMX,combined cycle gas,2057,7403.075411,7409.053719,7398.028032,277.8574965,0,0.291601522,0.166216734,709767.34,5254461.142,404576.7952,2995112.524,1.5764345,0.000600037,25.398688,0.009667476,11.636993,0.009667892,2407348.549,13.761695,0.009667124,0.898588568,0.000600037,14.47758031,0.00966747,6.530679424,0.009667891,1351003.888,7.946900886,0.009667124,66,-121.7775,36.8042,N,1/1/2050,,
260,4A,Moss Landing,CA,CAMX,combined cycle gas,2057,7326.490192,7293.123655,7345.116323,280.7619946,0,0.236955977,0.134789875,582787.32,4269785.584,331512.3383,2428821.895,1.281007,0.000600033,22.535424,0.010555764,9.4930945,0.012469056,1522664.483,13.0423295,0.009495271,0.728687141,0.000600033,12.82482948,0.010560535,5.424341186,0.012469056,870048.3986,7.400488297,0.009495271,69,-121.7775,36.8042,N,1/1/2050,,
271,5,Pittsburg Generating Station (CA),CA,CAMX,boiler gas,3319,12567.31931,12210.73468,14790.79556,264.0976901,6,0.016115556,0.015963266,37283.27,468550.759,36930.94826,464123.0192,0.140569,0.000600016,1.8559115,0.007921923,1.300675,0.006630411,392336.156,0.5552365,0.014570344,0.139240642,0.000600016,1.794125659,0.00773125,1.333976669,0.006653904,400960.6145,0.460148989,0.014570344,30,-121.894,38.0392,N,1/1/2050,,
271,6,Pittsburg Generating Station (CA),CA,CAMX,boiler gas,3300,12775.34383,12452.92957,14309.54056,258.3100731,0,0.013765623,0.013688613,31148.8,397936.63,30974.54196,395710.4236,0.119382,0.000600005,1.721255,0.0086509,1.187739,0.007411021,320533.177,0.533516,0.013785328,0.118714132,0.000600005,1.685166434,0.00851717,1.211856875,0.007411021,327041.8285,0.473309559,0.013785328,31,-121.894,38.0392,N,1/1/2050,,
271,7,Pittsburg Generating Station (CA),CA,CAMX,boiler gas,6870,11007.79125,11007.79125,,624.1034052,0,0.011728835,0.011660401,64123.25,705855.35,63749.11501,701736.9501,0.2117625,0.000600017,21.452021,0.060783051,21.452021,0.060783051,705855.35,0,-999.9,0.210526946,0.000600017,21.32685654,0.060783051,21.32685654,0.060783051,701736.9501,0,-999.9,33,-121.894,38.0392,N,1/1/2050,,
